0.0100869,0.684428,0.336471
0.104893,0.39506,0.609419
0.408776,0.756829,0.192294
0.987648,0.719413,0.997375
0.143051,0.780185,0.540666
0.360407,0.968441,0.735967
0.162256,0.686389,0.644742
0.344865,0.866724,0.963657
0.553311,0.294124,0.886852
0.486114,0.742087,0.711003
0.147907,0.200719,0.79079
0.573741,0.43151,0.186566
0.885866,0.516681,0.391351
0.153379,0.942626,0.485528
0.400279,0.0413031,0.00894241
0.273858,0.725297,0.652989
0.35752,0.675615,0.490888
0.711444,0.014624,0.674394
0.133025,0.212729,0.198249
0.436359,0.139688,0.555396
0.425943,0.430279,0.160816
0.639314,0.0195799,0.983166
0.405547,0.0394931,0.924492
0.675754,0.572639,0.0267029
0.890428,0.734358,0.827257
0.181866,0.283017,0.438036
0.424776,0.378071,0.442138
0.149892,0.558381,0.418752
0.962201,0.132777,0.193083
0.203207,0.245751,0.529429
0.529276,0.284515,0.0911271
0.169751,0.628591,0.116474
0.457072,0.449538,0.41084
0.25853,0.912502,0.878314
0.823475,0.398283,0.0628484
0.831653,0.52491,0.164972
0.676492,0.0246418,0.666986
0.508852,0.111628,0.0649014
0.800368,0.7842,0.751479
0.297935,0.906183,0.697559
0.068897,0.897736,0.192759
0.0421995,0.646778,0.51254
0.102137,0.671742,0.795437
0.684364,0.64284,0.350717
0.935443,0.952691,0.571435
0.495341,0.384603,0.81525
0.578907,0.184194,0.665489
0.309473,0.912736,0.927732
0.974365,0.163591,0.576858
0.878986,0.482748,0.29411
0.820529,0.923948,0.378739
0.288689,0.741707,0.259552
0.789828,0.672025,0.767701
0.270987,0.72721,0.241184
0.1903,0.106699,0.362043
0.221315,0.597482,0.0865968
0.823958,0.0864024,0.439356
0.866628,0.74679,0.726009
0.173508,0.990968,0.347862
0.87454,0.75702,0.56028
0.0775948,0.705669,0.931879
0.0476362,0.200353,0.887039
0.505071,0.0795824,0.148455
0.675472,0.716029,0.881228
0.342011,0.944521,0.793409
0.516088,0.880086,0.561619
0.602221,0.0292954,0.942328
0.484982,0.1383,0.0254372
0.81506,0.713872,0.448476
0.224889,0.474709,0.685199
0.76677,0.886735,0.475276
0.196253,0.184347,0.81708
0.251303,0.389833,0.344458
0.536397,0.62771,0.672754
0.477448,0.686215,0.245795
0.39903,0.186471,0.442371
0.665841,0.621955,0.336045
0.334316,0.534112,0.982288
0.979096,0.770815,0.532512
0.690415,0.0581524,0.916877
0.472502,0.220834,0.658852
0.296791,0.198757,0.598828
0.670625,0.206437,0.624643
0.60062,0.118774,0.121281
0.241569,0.634574,0.0040474
0.511624,0.404394,0.767143
0.322329,0.2766,0.855561
0.071516,0.174996,0.0944226
0.542278,0.238815,0.156321
0.990522,0.50628,0.464757
0.520316,0.00339515,0.588272
0.0124979,0.889265,0.892985
0.178318,0.129298,0.819443
0.458237,0.556738,0.620248
0.724981,0.667985,0.290874
0.872509,0.924239,0.693697
0.838313,0.706118,0.766454
0.0485321,0.893379,0.541834
0.537932,0.757382,0.428045
0.241879,0.657871,0.0221614
