5.89746,3.8635,16.5043
8.75224,8.21109,15.7005
2.29074,7.89768,10.05
2.43238,16.6012,15.0662
16.3366,9.2708,8.32786
14.1033,8.87777,1.44453
7.45597,5.32245,10.5928
13.6803,0.246731,8.90934
8.17356,2.39595,11.3889
2.03829,0.572425,13.5848
6.8616,14.1344,8.22748
15.7063,4.31546,10.7958
13.8947,10.8286,8.19287
14.2628,8.74619,4.19916
7.89214,12.0864,6.68945
5.38745,8.93645,5.30169
12.724,14.5953,15.3163
3.40859,6.59473,16.3961
7.04437,2.02981,11.4692
9.87411,12.3546,3.03804
10.2953,16.3335,0.496273
0.127807,16.2756,2.92922
5.92736,8.91368,16.0233
3.57879,0.3915,12.2869
12.738,12.0153,2.31987
4.57163,11.065,13.6601
0.815963,15.5263,11.7081
9.97405,10.8058,15.2892
9.11043,0.725975,7.95428
7.4974,8.04734,2.29214
11.8982,15.5944,15.4574
16.2617,11.4935,16.6939
13.9577,15.828,10.5715
0.508332,4.61213,6.04782
13.8335,13.723,3.49156
14.5911,16.671,0.115648
9.64689,9.09467,1.75692
7.58227,3.49275,16.6502
0.270617,8.44851,16.3012
6.01059,8.64997,7.89973
1.34741,1.79102,8.93249
8.975,1.51534,10.9105
15.4048,5.46379,16.5355
11.5871,16.8848,9.45433
14.4373,7.66075,4.72297
14.0894,15.5752,2.84907
12.6855,16.8332,1.49905
6.06354,12.3496,13.1089
4.5903,16.3439,9.01193
6.4169,1.8318,12.4632
16.2527,8.73135,0.409487
14.7866,5.21335,13.3069
3.74971,14.556,7.69891
14.3147,1.00877,13.9672
3.11525,1.46345,8.69379
6.14675,10.5797,3.97144
3.07167,4.64631,3.0604
9.97834,7.8101,4.32382
0.0490689,5.90144,10.705
11.7013,13.8149,2.63605
3.30092,4.51558,15.4935
10.778,13.9358,8.12415
7.7678,3.22066,12.8113
6.08038,5.11174,10.119
16.7566,13.56,3.9928
1.97133,12.9505,9.9168
10.0491,14.8227,16.9968
9.56386,1.85899,15.9521
1.13045,12.3524,13.5357
15.5145,7.02214,4.16537
1.95303,2.66239,15.899
2.31442,6.19309,13.8309
1.27962,16.445,15.2685
4.39615,16.0372,4.88941
14.519,9.23236,6.84462
16.0248,2.40953,0.0607181
0.798688,4.13631,1.32803
10.6083,2.87987,4.22658
4.94732,0.551265,11.2415
9.88441,9.86788,12.6701
7.22123,14.9362,15.3372
3.69459,3.88592,11.0564
12.8624,3.60007,10.1461
15.9809,0.513537,0.626233
0.464994,11.3278,12.5039
2.36188,13.3659,2.66249
11.0037,2.00777,14.2993
0.445059,13.0644,0.046498
12.3533,5.57025,2.89274
0.309687,9.41969,13.7575
2.29549,14.0116,14.5479
1.9022,7.02986,2.88431
6.29185,11.358,1.02602
9.05552,4.50663,1.00739
12.5319,0.367828,16.7829
11.0939,5.41176,5.54487
8.28295,4.55918,13.0345
2.5027,1.69023,11.8192
15.7386,12.2878,2.28326
8.57861,1.75267,12.9579
0.437429,3.75636,7.27909
6.98557,5.17789,3.81276
2.63005,9.7121,4.27325
2.85233,13.5697,10.7141
6.92627,16.0253,3.12812
4.50047,12.606,14.9521
16.6563,7.78424,6.63134
10.6061,3.56316,8.14407
2.55681,9.7509,14.227
6.58836,16.8509,5.47034
0.4822,4.63717,0.230607
2.35438,7.78941,1.21933
6.08094,8.73974,9.09953
15.0985,10.4674,3.48315
8.1389,6.05048,4.44769
15.8232,14.2127,1.19857
6.47936,6.39903,4.70901
10.6887,2.14879,10.6199
5.10601,8.2044,16.9805
10.3893,15.4407,14.0454
5.73389,11.9191,9.79265
2.58267,3.29335,2.84748
9.91498,13.0818,4.19824
6.98085,2.611,8.10893
0.376561,8.83623,4.28555
13.7312,16.7319,16.2077
5.19379,7.45619,0.715032
4.55475,14.7645,4.5524
3.70504,9.93017,3.64011
5.03813,16.9315,5.98831
8.90799,11.5072,9.19154
4.93032,14.5705,10.6908
16.8832,3.06227,14.5399
6.59362,0.596154,0.169719
11.4056,16.4716,7.07868
14.4491,8.30002,10.2044
7.53213,12.8625,2.68811
4.65707,3.44712,16.1919
6.30898,14.7361,13.0765
8.3242,10.0871,1.78642
12.2839,14.4061,3.51635
9.1182,11.5831,5.41721
12.4568,1.37674,7.71519
10.4718,3.33725,13.5827
4.30066,5.45941,2.47843
6.08173,6.16721,11.4138
8.16358,9.89012,13.6142
13.8968,4.06946,1.34827
11.1916,3.89021,4.64034
15.2656,9.19544,3.25641
1.51552,9.30197,8.90283
13.6434,14.8919,11.2774
